Entity,Code,Year,Oil (TWh growth)
France,FRA,1980,-99.62842
France,FRA,1981,-127.27637
France,FRA,1982,-87.34094
France,FRA,1983,-26.224854
France,FRA,1984,-38.265625
France,FRA,1985,-17.063293
France,FRA,1986,20.422058
France,FRA,1987,7.012207
France,FRA,1988,-6.2564697
France,FRA,1989,27.653564
France,FRA,1990,15.973877
France,FRA,1991,63.584106
France,FRA,1992,-1.7641602
France,FRA,1993,-41.254395
France,FRA,1994,-36.1781
France,FRA,1995,8.661743
France,FRA,1996,22.378174
France,FRA,1997,8.038696
France,FRA,1998,40
France,FRA,1999,16.05481
France,FRA,2000,-18.186768
France,FRA,2001,5.5859375
France,FRA,2002,-31.586914
France,FRA,2003,1.9404297
France,FRA,2004,9.930786
France,FRA,2005,-15.573975
France,FRA,2006,-3.1707764
France,FRA,2007,-27.890137
France,FRA,2008,-20.774536
France,FRA,2009,-42.105225
France,FRA,2010,-34.878296
France,FRA,2011,-21.069641
France,FRA,2012,-32.220886
France,FRA,2013,-12.040649
France,FRA,2014,-29.674316
France,FRA,2015,-0.020812988
France,FRA,2016,-6.095886
France,FRA,2017,3.7298584
France,FRA,2018,-2.6072388
France,FRA,2019,-7.038452
France,FRA,2020,-128.30676
France,FRA,2021,62.8609
Germany,DEU,1966,121.26239
Germany,DEU,1967,45.589478
Germany,DEU,1968,143.70105
Germany,DEU,1969,165.81909
Germany,DEU,1970,147.12842
Germany,DEU,1971,68.46155
Germany,DEU,1972,95.28467
Germany,DEU,1973,119.33154
Germany,DEU,1974,-178.62378
Germany,DEU,1975,-50.19409
Germany,DEU,1976,136.6228
Germany,DEU,1977,-22.58728
Germany,DEU,1978,77.912476
Germany,DEU,1979,59.674805
Germany,DEU,1980,-185.60913
Germany,DEU,1981,-162.95947
Germany,DEU,1982,-87.52673
Germany,DEU,1983,-31.409546
Germany,DEU,1984,-4.890991
Germany,DEU,1985,45.184326
Germany,DEU,1986,81.47937
Germany,DEU,1987,-42.21289
Germany,DEU,1988,0.90527344
Germany,DEU,1989,-94.53015
Germany,DEU,1990,68.91028
Germany,DEU,1991,70.32141
Germany,DEU,1992,14.040405
Germany,DEU,1993,25.217651
Germany,DEU,1994,-14.899902
Germany,DEU,1995,-0.8432617
Germany,DEU,1996,27.748535
Germany,DEU,1997,-9.950928
Germany,DEU,1998,1.789917
Germany,DEU,1999,-49.609863
Germany,DEU,2000,-30.672363
Germany,DEU,2001,20.528442
Germany,DEU,2002,-53.18335
Germany,DEU,2003,-30.062866
Germany,DEU,2004,-17.226929
Germany,DEU,2005,-30.432495
Germany,DEU,2006,-2.8205566
Germany,DEU,2007,-137.77844
Germany,DEU,2008,79.61072
Germany,DEU,2009,-59.230957
Germany,DEU,2010,17.805908
Germany,DEU,2011,-44.373413
Germany,DEU,2012,-7.881592
Germany,DEU,2013,28.873169
Germany,DEU,2014,-35.944458
Germany,DEU,2015,-1.7757568
Germany,DEU,2016,26.77649
Germany,DEU,2017,28.724121
Germany,DEU,2018,-65.36035
Germany,DEU,2019,8.054199
Germany,DEU,2020,-122.45288
Germany,DEU,2021,-10.035522
Greece,GRC,1966,4.803356
Greece,GRC,1967,10.036247
Greece,GRC,1968,1.5802231
Greece,GRC,1969,4.401085
Greece,GRC,1970,6.0732727
Greece,GRC,1971,8.289978
Greece,GRC,1972,13.855827
Greece,GRC,1973,16.606987
Greece,GRC,1974,-7.258156
Greece,GRC,1975,6.586006
Greece,GRC,1976,7.544342
Greece,GRC,1977,2.3485794
Greece,GRC,1978,11.295715
Greece,GRC,1979,7.9887695
Greece,GRC,1980,-1.4526825
Greece,GRC,1981,-4.1307983
Greece,GRC,1982,0.668808
Greece,GRC,1983,-5.713028
Greece,GRC,1984,3.3652802
Greece,GRC,1985,2.3185272
Greece,GRC,1986,2.1004486
Greece,GRC,1987,12.3797
Greece,GRC,1988,5.111435
Greece,GRC,1989,16.379211
Greece,GRC,1990,9.290176
Greece,GRC,1991,3.8117218
Greece,GRC,1992,3.9683228
Greece,GRC,1993,3.9894562
Greece,GRC,1994,4.531189
Greece,GRC,1995,8.769638
Greece,GRC,1996,8.067673
Greece,GRC,1997,2.1779785
Greece,GRC,1998,10.420654
Greece,GRC,1999,-5.4676666
Greece,GRC,2000,9.237152
Greece,GRC,2001,3.3220367
Greece,GRC,2002,1.1539764
Greece,GRC,2003,12.025497
Greece,GRC,2004,-5.0220947
Greece,GRC,2005,1.3631897
Greece,GRC,2006,11.398575
Greece,GRC,2007,2.9506836
Greece,GRC,2008,-10.869019
Greece,GRC,2009,-15.762665
Greece,GRC,2010,-22.089676
Greece,GRC,2011,-10.141281
Greece,GRC,2012,-26.246445
Greece,GRC,2013,-13.569855
Greece,GRC,2014,-1.4085846
Greece,GRC,2015,6.8458405
Greece,GRC,2016,-0.2818756
Greece,GRC,2017,4.076233
Greece,GRC,2018,-2.0203552
Greece,GRC,2019,5.223007
Greece,GRC,2020,-33.736603
Greece,GRC,2021,-0.2649231
High-income countries,,1966,997.39355
High-income countries,,1967,1061.752
High-income countries,,1968,1366.2383
High-income countries,,1969,1462.3613
High-income countries,,1970,1579.9746
High-income countries,,1971,966.93555
High-income countries,,1972,1528.0195
High-income countries,,1973,1697.5273
High-income countries,,1974,-1040.7988
High-income countries,,1975,-827.4883
High-income countries,,1976,1516.4277
High-income countries,,1977,614.4629
High-income countries,,1978,894.52344
High-income countries,,1979,168.76953
High-income countries,,1980,-1861.0098
High-income countries,,1981,-1353.0586
High-income countries,,1982,-1103.1562
High-income countries,,1983,-305.72852
High-income countries,,1984,567.1172
High-income countries,,1985,-22.208984
High-income countries,,1986,775.334
High-income countries,,1987,293.83203
High-income countries,,1988,916.5742
High-income countries,,1989,309.14453
High-income countries,,1990,204.01953
High-income countries,,1991,79.515625
High-income countries,,1992,587.3164
High-income countries,,1993,86.8457
High-income countries,,1994,829.7676
High-income countries,,1995,438.33594
High-income countries,,1996,702.3594
High-income countries,,1997,382.8164
High-income countries,,1998,195.96875
High-income countries,,1999,509.07617
High-income countries,,2000,2.6855469
High-income countries,,2001,143.06445
High-income countries,,2002,64.04883
High-income countries,,2003,447.26562
High-income countries,,2004,639.1914
High-income countries,,2005,64.76953
High-income countries,,2006,-80.03906
High-income countries,,2007,-56.964844
High-income countries,,2008,-833.0156
High-income countries,,2009,-1123.9609
High-income countries,,2010,484.25977
High-income countries,,2011,-242.58789
High-income countries,,2012,-155.60547
High-income countries,,2013,-23.748047
High-income countries,,2014,-15.673828
High-income countries,,2015,496.64258
High-income countries,,2016,381.08398
High-income countries,,2017,158.07031
High-income countries,,2018,184.2793
High-income countries,,2019,-273.19727
High-income countries,,2020,-3230.709
High-income countries,,2021,1367.8691
Hong Kong,HKG,1966,2.4215202
Hong Kong,HKG,1967,5.411213
Hong Kong,HKG,1968,3.0144043
Hong Kong,HKG,1969,6.6626015
Hong Kong,HKG,1970,3.356186
Hong Kong,HKG,1971,2.5082016
Hong Kong,HKG,1972,6.757248
Hong Kong,HKG,1973,2.1177711
Hong Kong,HKG,1974,1.3554459
Hong Kong,HKG,1975,-3.4187965
Hong Kong,HKG,1976,9.940617
Hong Kong,HKG,1977,5.20446
Hong Kong,HKG,1978,2.7563095
Hong Kong,HKG,1979,1.7577362
Hong Kong,HKG,1980,1.6561279
Hong Kong,HKG,1981,4.62957
Hong Kong,HKG,1982,-2.0606842
Hong Kong,HKG,1983,-8.644722
Hong Kong,HKG,1984,-5.146675
Hong Kong,HKG,1985,-3.8889198
Hong Kong,HKG,1986,-1.3877487
Hong Kong,HKG,1987,-1.1432686
Hong Kong,HKG,1988,8.639587
Hong Kong,HKG,1989,4.476967
Hong Kong,HKG,1990,3.6391068
Hong Kong,HKG,1991,-0.01574707
Hong Kong,HKG,1992,21.399231
Hong Kong,HKG,1993,4.0247955
Hong Kong,HKG,1994,6.757721
Hong Kong,HKG,1995,7.5736465
Hong Kong,HKG,1996,-2.318779
Hong Kong,HKG,1997,-1.1563263
Hong Kong,HKG,1998,-4.530426
Hong Kong,HKG,1999,6.8636093
Hong Kong,HKG,2000,4.8051453
Hong Kong,HKG,2001,22.44654
Hong Kong,HKG,2002,13.13118
Hong Kong,HKG,2003,0.9761963
Hong Kong,HKG,2004,27.617004
Hong Kong,HKG,2005,-17.950089
Hong Kong,HKG,2006,13.350006
Hong Kong,HKG,2007,12.810181
Hong Kong,HKG,2008,-17.921188
Hong Kong,HKG,2009,23.33638
Hong Kong,HKG,2010,15.951813
Hong Kong,HKG,2011,1.4685364
Hong Kong,HKG,2012,-8.966888
Hong Kong,HKG,2013,4.4272766
Hong Kong,HKG,2014,-11.156448
Hong Kong,HKG,2015,19.451324
Hong Kong,HKG,2016,7.75
Hong Kong,HKG,2017,29.344711
Hong Kong,HKG,2018,3.1577911
Hong Kong,HKG,2019,-16.830444
Hong Kong,HKG,2020,-71.431564
Hong Kong,HKG,2021,-17.969131
Hungary,HUN,1966,4.3531227
Hungary,HUN,1967,2.8234787
Hungary,HUN,1968,2.470848
Hungary,HUN,1969,6.3933983
Hungary,HUN,1970,9.7396965
Hungary,HUN,1971,8.87365
Hungary,HUN,1972,7.066101
Hungary,HUN,1973,10.75882
Hungary,HUN,1974,9.169792
Hungary,HUN,1975,13.569496
Hungary,HUN,1976,5.6847305
Hungary,HUN,1977,7.914795
Hungary,HUN,1978,14.122086
Hungary,HUN,1979,-8.503311
Hungary,HUN,1980,-3.8690796
Hungary,HUN,1981,-5.998169
Hungary,HUN,1982,-6.7924194
Hungary,HUN,1983,-6.3195877
Hungary,HUN,1984,5.4604645
Hungary,HUN,1985,2.242752
Hungary,HUN,1986,-9.432137
Hungary,HUN,1987,5.5102463
Hungary,HUN,1988,-8.865753
Hungary,HUN,1989,-3.3993149
Hungary,HUN,1990,1.0975266
Hungary,HUN,1991,-15.636726
Hungary,HUN,1992,6.0783157
Hungary,HUN,1993,-8.735397
Hungary,HUN,1994,3.433548
Hungary,HUN,1995,-4.4274063
Hungary,HUN,1996,-6.8498306
Hungary,HUN,1997,1.8743057
Hungary,HUN,1998,5.139656
Hungary,HUN,1999,-4.682068
Hungary,HUN,2000,-2.5990753
Hungary,HUN,2001,-2.8412933
Hungary,HUN,2002,-1.9614563
Hungary,HUN,2003,-4.8650436
Hungary,HUN,2004,4.536598
Hungary,HUN,2005,11.784622
Hungary,HUN,2006,5.0285645
Hungary,HUN,2007,-0.34651184
Hungary,HUN,2008,-4.6564407
Hungary,HUN,2009,-4.486603
Hungary,HUN,2010,-5.2324677
Hungary,HUN,2011,-1.9570084
Hungary,HUN,2012,-4.869049
Hungary,HUN,2013,-1.5949478
Hungary,HUN,2014,7.959831
Hungary,HUN,2015,5.603241
Hungary,HUN,2016,-0.5417633
Hungary,HUN,2017,6.9985504
Hungary,HUN,2018,6.5631256
Hungary,HUN,2019,0.9672699
Hungary,HUN,2020,-8.379387
Hungary,HUN,2021,5.173027
Iceland,ISL,1966,0.43869305
Iceland,ISL,1967,-0.17961693
Iceland,ISL,1968,0.39777136
Iceland,ISL,1969,-0.51981306
Iceland,ISL,1970,0.1261344
Iceland,ISL,1971,0.52406454
Iceland,ISL,1972,0.45722628
Iceland,ISL,1973,1.082799
Iceland,ISL,1974,-0.5296979
Iceland,ISL,1975,-0.44961643
Iceland,ISL,1976,0.032667637
Iceland,ISL,1977,0.32057047
Iceland,ISL,1978,0.39295578
Iceland,ISL,1979,-0.22384119
Iceland,ISL,1980,-0.52061176
Iceland,ISL,1981,-0.16688728
Iceland,ISL,1982,-0.5852585
Iceland,ISL,1983,-0.1762824
Iceland,ISL,1984,0.26214647
Iceland,ISL,1985,-0.021321774
Iceland,ISL,1986,0.09022188
Iceland,ISL,1987,0.51822424
Iceland,ISL,1988,0.3124118
Iceland,ISL,1989,0.50144815
Iceland,ISL,1990,0.15036678
Iceland,ISL,1991,-0.4792037
Iceland,ISL,1992,0.5723443
Iceland,ISL,1993,0.29809952
Iceland,ISL,1994,0.10779858
Iceland,ISL,1995,0.050574303
Iceland,ISL,1996,0.9851608
Iceland,ISL,1997,-0.17488861
Iceland,ISL,1998,0.22592735
Iceland,ISL,1999,-0.016023636
Iceland,ISL,2000,0.18153381
Iceland,ISL,2001,-0.59068394
Iceland,ISL,2002,0.36243534
Iceland,ISL,2003,0.100655556
Iceland,ISL,2004,0.4360237
Iceland,ISL,2005,0.18255997
Iceland,ISL,2006,0.16905785
Iceland,ISL,2007,0.033127785
Iceland,ISL,2008,-0.7627735
Iceland,ISL,2009,-0.69606113
Iceland,ISL,2010,-0.37360287
Iceland,ISL,2011,-0.11435318
Iceland,ISL,2012,-0.08990669
Iceland,ISL,2013,0.37254906
Iceland,ISL,2014,0.39548683
Iceland,ISL,2015,0.82137966
Iceland,ISL,2016,0.9981909
Iceland,ISL,2017,1.262433
Iceland,ISL,2018,1.0024195
Iceland,ISL,2019,-2.0094118
Iceland,ISL,2020,-3.785173
Iceland,ISL,2021,0.13590002
India,IND,1966,17.154541
India,IND,1967,5.210541
India,IND,1968,20.410675
India,IND,1969,38.157944
India,IND,1970,-1.037384
India,IND,1971,16.44101
India,IND,1972,19.050781
India,IND,1973,14.575836
India,IND,1974,-5.416107
India,IND,1975,6.549835
India,IND,1976,15.165894
India,IND,1977,21.785309
India,IND,1978,27.330505
India,IND,1979,27.098236
India,IND,1980,7.3434143
India,IND,1981,28.839111
India,IND,1982,17.001068
India,IND,1983,21.696594
India,IND,1984,32.71408
India,IND,1985,40.568787
India,IND,1986,26.623657
India,IND,1987,17.507263
India,IND,1988,54.73401
India,IND,1989,51.27185
India,IND,1990,26.285583
India,IND,1991,12.042847
India,IND,1992,38.08557
India,IND,1993,7.856201
India,IND,1994,56.223938
India,IND,1995,93.08496
India,IND,1996,71.40967
India,IND,1997,67.09436
India,IND,1998,73.65173
India,IND,1999,109.07153
India,IND,2000,58.658203
India,IND,2001,3.7850342
India,IND,2002,26.61206
India,IND,2003,24.51233
India,IND,2004,78.07117
India,IND,2005,23.92627
India,IND,2006,81.06641
India,IND,2007,103.69006
India,IND,2008,81.81836
India,IND,2009,88.75781
India,IND,2010,39.09265
India,IND,2011,87.647095
India,IND,2012,116.20093
India,IND,2013,14.844849
India,IND,2014,56.550537
India,IND,2015,170.1416
India,IND,2016,220.0747
India,IND,2017,73.8584
India,IND,2018,116.15381
India,IND,2019,87.57031
India,IND,2020,-254.50659
India,IND,2021,91.701904
Indonesia,IDN,1966,-2.6791534
Indonesia,IDN,1967,-2.46167
Indonesia,IDN,1968,3.896515
Indonesia,IDN,1969,5.034767
Indonesia,IDN,1970,4.658592
Indonesia,IDN,1971,2.9511566
Indonesia,IDN,1972,6.839859
Indonesia,IDN,1973,17.590866
Indonesia,IDN,1974,4.845192
Indonesia,IDN,1975,16.628616
Indonesia,IDN,1976,10.048279
Indonesia,IDN,1977,25.061218
Indonesia,IDN,1978,20.958954
Indonesia,IDN,1979,16.35878
Indonesia,IDN,1980,25.28798
Indonesia,IDN,1981,21.959213
Indonesia,IDN,1982,9.811203
Indonesia,IDN,1983,-5.48143
Indonesia,IDN,1984,19.719864
Indonesia,IDN,1985,-4.6894226
Indonesia,IDN,1986,6.853363
Indonesia,IDN,1987,9.873474
Indonesia,IDN,1988,14.772858
Indonesia,IDN,1989,18.22525
Indonesia,IDN,1990,47.654907
Indonesia,IDN,1991,23.829376
Indonesia,IDN,1992,30.418182
Indonesia,IDN,1993,27.954407
Indonesia,IDN,1994,-5.1236877
Indonesia,IDN,1995,47.47928
Indonesia,IDN,1996,37.08957
Indonesia,IDN,1997,56.85498
Indonesia,IDN,1998,-27.668701
Indonesia,IDN,1999,26.132446
Indonesia,IDN,2000,53.783386
Indonesia,IDN,2001,22.376526
Indonesia,IDN,2002,2.0204468
Indonesia,IDN,2003,17.85321
Indonesia,IDN,2004,39.66028
Indonesia,IDN,2005,-1.0341187
Indonesia,IDN,2006,-26.552124
Indonesia,IDN,2007,37.89032
Indonesia,IDN,2008,14.715271
Indonesia,IDN,2009,3.387085
Indonesia,IDN,2010,43.90515
Indonesia,IDN,2011,57.207703
Indonesia,IDN,2012,43.666504
Indonesia,IDN,2013,-29.5
Indonesia,IDN,2014,-3.531372
Indonesia,IDN,2015,-39.89795
Indonesia,IDN,2016,-28.96051
Indonesia,IDN,2017,57.301514
Indonesia,IDN,2018,26.768494
Indonesia,IDN,2019,-24.414062
Indonesia,IDN,2020,-100.865906
Indonesia,IDN,2021,37.162903
Iran,IRN,1966,7.744812
Iran,IRN,1967,9.520927
Iran,IRN,1968,10.267014
Iran,IRN,1969,10.093468
Iran,IRN,1970,9.6304245
Iran,IRN,1971,12.450287
Iran,IRN,1972,16.011917
Iran,IRN,1973,31.583359
Iran,IRN,1974,30.717087
Iran,IRN,1975,37.960617
Iran,IRN,1976,34.405487
Iran,IRN,1977,46.83423
Iran,IRN,1978,0.9913635
Iran,IRN,1979,17.770477
Iran,IRN,1980,-27.636444
Iran,IRN,1981,-1.6663513
Iran,IRN,1982,29.260681
Iran,IRN,1983,77.80136
Iran,IRN,1984,35.963715
Iran,IRN,1985,46.744904
Iran,IRN,1986,-40.092102
Iran,IRN,1987,20.539246
Iran,IRN,1988,1.4431763
Iran,IRN,1989,36.36206
Iran,IRN,1990,16.569763
Iran,IRN,1991,33.335266
Iran,IRN,1992,44.092834
Iran,IRN,1993,61.06476
Iran,IRN,1994,22.778992
Iran,IRN,1995,-11.8349
Iran,IRN,1996,34.82013
Iran,IRN,1997,20.702759
Iran,IRN,1998,-22.108887
Iran,IRN,1999,16.203552
Iran,IRN,2000,23.445496
Iran,IRN,2001,24.032776
Iran,IRN,2002,6.864746
Iran,IRN,2003,3.6747437
Iran,IRN,2004,38.622925
Iran,IRN,2005,61.248047
Iran,IRN,2006,81.77997
Iran,IRN,2007,7.1394653
Iran,IRN,2008,30.63208
Iran,IRN,2009,-27.028687
Iran,IRN,2010,-67.29877
Iran,IRN,2011,18.062439
Iran,IRN,2012,29.005249
Iran,IRN,2013,66.486084
Iran,IRN,2014,-76.17163
Iran,IRN,2015,-116.2641
Iran,IRN,2016,-6.9504395
Iran,IRN,2017,26.022827
Iran,IRN,2018,39.402588
Iran,IRN,2019,34.26416
Iran,IRN,2020,-54.599182
Iran,IRN,2021,7.241455
Iraq,IRQ,1966,1.266201
Iraq,IRQ,1967,1.3779259
Iraq,IRQ,1968,1.5231953
Iraq,IRQ,1969,1.5780659
Iraq,IRQ,1970,7.4274426
Iraq,IRQ,1971,2.242506
Iraq,IRQ,1972,7.2491302
Iraq,IRQ,1973,-0.87033844
Iraq,IRQ,1974,-0.63978195
Iraq,IRQ,1975,-0.045642853
Iraq,IRQ,1976,8.763443
Iraq,IRQ,1977,8.757538
Iraq,IRQ,1978,-1.8991508
Iraq,IRQ,1979,12.015053
Iraq,IRQ,1980,20.341072
Iraq,IRQ,1981,-0.09384918
Iraq,IRQ,1982,2.8379135
Iraq,IRQ,1983,16.581642
Iraq,IRQ,1984,11.007454
Iraq,IRQ,1985,15.898941
Iraq,IRQ,1986,15.125702
Iraq,IRQ,1987,2.8420868
Iraq,IRQ,1988,13.182236
Iraq,IRQ,1989,22.445694
Iraq,IRQ,1990,-0.8163147
Iraq,IRQ,1991,-61.080727
Iraq,IRQ,1992,72.287025
Iraq,IRQ,1993,71.05426
Iraq,IRQ,1994,35.34549
Iraq,IRQ,1995,-3.6404724
Iraq,IRQ,1996,1.719696
Iraq,IRQ,1997,67.57184
Iraq,IRQ,1998,-103.56113
Iraq,IRQ,1999,-82.68187
Iraq,IRQ,2000,100.10802
Iraq,IRQ,2001,40.06729
Iraq,IRQ,2002,-16.486694
Iraq,IRQ,2003,-31.405365
Iraq,IRQ,2004,24.514282
Iraq,IRQ,2005,-19.440125
Iraq,IRQ,2006,-8.828186
Iraq,IRQ,2007,-27.86853
Iraq,IRQ,2008,29.259735
Iraq,IRQ,2009,-10.015411
Iraq,IRQ,2010,35.956024
Iraq,IRQ,2011,19.934784
Iraq,IRQ,2012,32.581573
Iraq,IRQ,2013,39.130646
Iraq,IRQ,2014,-23.148804
Iraq,IRQ,2015,-12.173462
Iraq,IRQ,2016,36.265137
Iraq,IRQ,2017,16.32605
Iraq,IRQ,2018,76.8233
Iraq,IRQ,2019,-75.69083
Iraq,IRQ,2020,-51.331696
Iraq,IRQ,2021,52.18875
Ireland,IRL,1966,3.3593884
Ireland,IRL,1967,3.8141384
Ireland,IRL,1968,4.0083237
Ireland,IRL,1969,3.449421
Ireland,IRL,1970,5.2729416
Ireland,IRL,1971,5.066807
Ireland,IRL,1972,5.3912926
Ireland,IRL,1973,4.926838
Ireland,IRL,1974,-0.6140022
Ireland,IRL,1975,-1.382164
Ireland,IRL,1976,0.96733475
Ireland,IRL,1977,4.173786
Ireland,IRL,1978,4.9372787
Ireland,IRL,1979,3.568306
Ireland,IRL,1980,-7.4901657
Ireland,IRL,1981,-7.5873985
Ireland,IRL,1982,-7.526375
Ireland,IRL,1983,-4.8533707
Ireland,IRL,1984,-0.79733276
Ireland,IRL,1985,-0.12913513
Ireland,IRL,1986,11.040443
Ireland,IRL,1987,-7.1094017
Ireland,IRL,1988,-4.760067
Ireland,IRL,1989,1.3354073
Ireland,IRL,1990,5.2951775
Ireland,IRL,1991,5.1628876
Ireland,IRL,1992,2.702198
Ireland,IRL,1993,0.80391693
Ireland,IRL,1994,5.59021
Ireland,IRL,1995,1.2605286
Ireland,IRL,1996,3.6135101
Ireland,IRL,1997,6.2154465
Ireland,IRL,1998,9.42984
Ireland,IRL,1999,11.577278
Ireland,IRL,2000,-0.49279022
Ireland,IRL,2001,7.657425
Ireland,IRL,2002,-2.0789948
Ireland,IRL,2003,-2.717308
Ireland,IRL,2004,3.673973
Ireland,IRL,2005,5.5544662
Ireland,IRL,2006,-0.16628265
Ireland,IRL,2007,1.2327805
Ireland,IRL,2008,-5.1351776
Ireland,IRL,2009,-12.5837555
Ireland,IRL,2010,-4.3641815
Ireland,IRL,2011,-5.437454
Ireland,IRL,2012,-4.92231
Ireland,IRL,2013,0.059577942
Ireland,IRL,2014,-0.95009613
Ireland,IRL,2015,3.82753
Ireland,IRL,2016,3.796112
Ireland,IRL,2017,-0.60541534
Ireland,IRL,2018,3.246666
Ireland,IRL,2019,-0.7746811
Ireland,IRL,2020,-12.8789215
Ireland,IRL,2021,1.252594
Israel,ISR,1966,1.418335
Israel,ISR,1967,8.978809
Israel,ISR,1968,0.62735367
Israel,ISR,1969,6.820179
Israel,ISR,1970,4.13892
Israel,ISR,1971,8.648067
Israel,ISR,1972,-3.7864456
Israel,ISR,1973,5.181404
Israel,ISR,1974,0.19368744
Israel,ISR,1975,2.071045
Israel,ISR,1976,1.9161835
Israel,ISR,1977,3.85997
Israel,ISR,1978,7.4422073
Israel,ISR,1979,3.0799255
Israel,ISR,1980,1.6799622
Israel,ISR,1981,1.5727234
Israel,ISR,1982,0.7329025
Israel,ISR,1983,-5.823532
Israel,ISR,1984,-3.3155365
Israel,ISR,1985,-9.448257
Israel,ISR,1986,2.841339
Israel,ISR,1987,5.870346
Israel,ISR,1988,9.049393
Israel,ISR,1989,3.5844727
Israel,ISR,1990,3.6384735
Israel,ISR,1991,-0.09737396
Israel,ISR,1992,14.99968
Israel,ISR,1993,8.410263
Israel,ISR,1994,4.742691
Israel,ISR,1995,17.57286
Israel,ISR,1996,-3.0142212
Israel,ISR,1997,13.795258
Israel,ISR,1998,6.9956512
Israel,ISR,1999,9.678238
Israel,ISR,2000,-19.887894
Israel,ISR,2001,-11.354294
Israel,ISR,2002,-0.36328125
Israel,ISR,2003,3.799759
Israel,ISR,2004,-7.4403534
Israel,ISR,2005,-2.631836
Israel,ISR,2006,-5.7685547
Israel,ISR,2007,4.87796
Israel,ISR,2008,-0.97117615
Israel,ISR,2009,-9.66539
Israel,ISR,2010,-1.0787048
Israel,ISR,2011,5.892105
Israel,ISR,2012,24.826431
Israel,ISR,2013,-37.244446
Israel,ISR,2014,-7.8808823
Israel,ISR,2015,6.962097
Israel,ISR,2016,3.0869446
Israel,ISR,2017,5.0830765
Israel,ISR,2018,1.2846832
Israel,ISR,2019,1.2721863
Israel,ISR,2020,-16.999237
Israel,ISR,2021,4.6106567
Italy,ITA,1966,62.69641
Italy,ITA,1967,71.93024
Italy,ITA,1968,76.48944
Italy,ITA,1969,83.415955
Italy,ITA,1970,118.78894
Italy,ITA,1971,77.3114
Italy,ITA,1972,54.88098
Italy,ITA,1973,60.767822
Italy,ITA,1974,-32.941406
Italy,ITA,1975,-72.00427
Italy,ITA,1976,50.03711
Italy,ITA,1977,-32.022095
Italy,ITA,1978,56.586914
Italy,ITA,1979,39.26892
Italy,ITA,1980,-62.063354
Italy,ITA,1981,-25.146606
Italy,ITA,1982,-57.428345
Italy,ITA,1983,-27.869873
Italy,ITA,1984,-48.34845
Italy,ITA,1985,-5.2037964
Italy,ITA,1986,23.95227
Italy,ITA,1987,43.752197
Italy,ITA,1988,19.102783
Italy,ITA,1989,31.429688
Italy,ITA,1990,9.410645
Italy,ITA,1991,6.9907227
Italy,ITA,1992,15.869263
Italy,ITA,1993,-30.595459
Italy,ITA,1994,-3.6766357
Italy,ITA,1995,37.833984
Italy,ITA,1996,-19.885986
Italy,ITA,1997,11.070801
Italy,ITA,1998,-3.1798096
Italy,ITA,1999,-9.432983
Italy,ITA,2000,-7.822998
Italy,ITA,2001,-22.099365
Italy,ITA,2002,3.824463
Italy,ITA,2003,-10.550659
Italy,ITA,2004,-23.457031
Italy,ITA,2005,-32.95337
Italy,ITA,2006,-1.2894287
Italy,ITA,2007,-32.465332
Italy,ITA,2008,-59.10028
Italy,ITA,2009,-70.620056
Italy,ITA,2010,-22.600403
Italy,ITA,2011,-24.510498
Italy,ITA,2012,-56.667053
Italy,ITA,2013,-65.733215
Italy,ITA,2014,-35.201416
Italy,ITA,2015,39.1651
Italy,ITA,2016,-5.654236
Italy,ITA,2017,8.905029
Italy,ITA,2018,16.63324
Italy,ITA,2019,-21.276123
Italy,ITA,2020,-123.56036
Italy,ITA,2021,66.807556
Japan,JPN,1966,141.28833
Japan,JPN,1967,262.9098
Japan,JPN,1968,228.03064
Japan,JPN,1969,302.93567
Japan,JPN,1970,347.77307
Japan,JPN,1971,238.63184
Japan,JPN,1972,173.35962
Japan,JPN,1973,402.3689
Japan,JPN,1974,-115.27002
Japan,JPN,1975,-168.68555
Japan,JPN,1976,113.168945
Japan,JPN,1977,78.96704
Japan,JPN,1978,103.910645
Japan,JPN,1979,32.627197
Japan,JPN,1980,-318.77393
Japan,JPN,1981,-155.20679
Japan,JPN,1982,-183.16992
Japan,JPN,1983,0.091796875
Japan,JPN,1984,144.65356
Japan,JPN,1985,-133.66797
Japan,JPN,1986,25.045654
Japan,JPN,1987,12.302246
Japan,JPN,1988,191.78735
Japan,JPN,1989,107.33423
Japan,JPN,1990,116.98071
Japan,JPN,1991,32.661377
Japan,JPN,1992,67.99121
Japan,JPN,1993,-63.358643
Japan,JPN,1994,171.17334
Japan,JPN,1995,118.82129
Japan,JPN,1996,23.59253
Japan,JPN,1997,-36.08252
Japan,JPN,1998,-116.69922
Japan,JPN,1999,52.547607
Japan,JPN,2000,-45.45288
Japan,JPN,2001,-94.6792
Japan,JPN,2002,-21.021484
Japan,JPN,2003,72.02075
Japan,JPN,2004,-81.95068
Japan,JPN,2005,-46.991455
Japan,JPN,2006,-107.315674
Japan,JPN,2007,-89.444824
Japan,JPN,2008,-103.84277
Japan,JPN,2009,-279.625
Japan,JPN,2010,23.167969
Japan,JPN,2011,-0.54125977
Japan,JPN,2012,164.59644
Japan,JPN,2013,-114.20776
Japan,JPN,2014,-125.15527
Japan,JPN,2015,-95.01001
Japan,JPN,2016,-66.63379
Japan,JPN,2017,-31.964111
Japan,JPN,2018,-70.062256
