Entity,Code,Year,Oil (TWh growth)
Central America (BP),,2014,7.3972473
Central America (BP),,2015,19.388077
Central America (BP),,2016,8.757828
Central America (BP),,2017,4.1148376
Central America (BP),,2018,-14.551437
Central America (BP),,2019,18.10881
Central America (BP),,2020,-42.075043
Central America (BP),,2021,28.103882
Chile,CHL,1966,3.9419327
Chile,CHL,1967,2.002201
Chile,CHL,1968,2.5550346
Chile,CHL,1969,3.2488213
Chile,CHL,1970,2.967842
Chile,CHL,1971,6.067356
Chile,CHL,1972,3.7017822
Chile,CHL,1973,-3.1864548
Chile,CHL,1974,-2.6877213
Chile,CHL,1975,-7.732727
Chile,CHL,1976,3.1567078
Chile,CHL,1977,1.362011
Chile,CHL,1978,5.353985
Chile,CHL,1979,0.57849884
Chile,CHL,1980,0.761158
Chile,CHL,1981,2.0955238
Chile,CHL,1982,-7.4185257
Chile,CHL,1983,-1.6744461
Chile,CHL,1984,0.027885437
Chile,CHL,1985,-1.5326958
Chile,CHL,1986,3.8553352
Chile,CHL,1987,2.6354256
Chile,CHL,1988,6.2759666
Chile,CHL,1989,7.2091446
Chile,CHL,1990,4.1851654
Chile,CHL,1991,9.127411
Chile,CHL,1992,7.3666687
Chile,CHL,1993,8.636894
Chile,CHL,1994,7.727669
Chile,CHL,1995,11.141991
Chile,CHL,1996,7.6267014
Chile,CHL,1997,9.90007
Chile,CHL,1998,3.1355286
Chile,CHL,1999,1.6420441
Chile,CHL,2000,-3.2915192
Chile,CHL,2001,-6.9244995
Chile,CHL,2002,5.9097443
Chile,CHL,2003,-4.8364105
Chile,CHL,2004,8.224564
Chile,CHL,2005,5.435608
Chile,CHL,2006,16.71991
Chile,CHL,2007,47.897568
Chile,CHL,2008,8.286667
Chile,CHL,2009,-5.2290344
Chile,CHL,2010,-24.930069
Chile,CHL,2011,17.723633
Chile,CHL,2012,-0.019424438
Chile,CHL,2013,-7.3783875
Chile,CHL,2014,-5.741043
Chile,CHL,2015,1.9170685
Chile,CHL,2016,11.925095
Chile,CHL,2017,-9.091507
Chile,CHL,2018,8.957901
Chile,CHL,2019,2.155075
Chile,CHL,2020,-18.412613
Chile,CHL,2021,8.407181
China,CHN,1966,36.737366
China,CHN,1967,-2.1070557
China,CHN,1968,15.341721
China,CHN,1969,61.009766
China,CHN,1970,92.001205
China,CHN,1971,119.532135
China,CHN,1972,68.118805
China,CHN,1973,114.28662
China,CHN,1974,95.089905
China,CHN,1975,75.00525
China,CHN,1976,115.108154
China,CHN,1977,51.855286
China,CHN,1978,105.59515
China,CHN,1979,2.6625977
China,CHN,1980,-106.76654
China,CHN,1981,-51.002136
China,CHN,1982,-9.777832
China,CHN,1983,18.346313
China,CHN,1984,34.791016
China,CHN,1985,45.710083
China,CHN,1986,63.82019
China,CHN,1987,67.81323
China,CHN,1988,87.12427
China,CHN,1989,58.368774
China,CHN,1990,-13.154419
China,CHN,1991,104.57141
China,CHN,1992,116.76807
China,CHN,1993,167.86426
China,CHN,1994,26.862305
China,CHN,1995,134.99231
China,CHN,1996,197.39783
China,CHN,1997,198.51685
China,CHN,1998,66.04541
China,CHN,1999,149.65381
China,CHN,2000,189.65112
China,CHN,2001,56.35327
China,CHN,2002,212.34888
China,CHN,2003,339.1643
China,CHN,2004,543.00977
China,CHN,2005,60.715088
China,CHN,2006,278.28198
China,CHN,2007,196.79834
China,CHN,2008,94.524414
China,CHN,2009,172.20654
China,CHN,2010,634.1919
China,CHN,2011,176.24316
China,CHN,2012,263.56592
China,CHN,2013,253.17041
China,CHN,2014,235.04688
China,CHN,2015,467.3789
China,CHN,2016,213.68262
China,CHN,2017,359.59375
China,CHN,2018,351.48975
China,CHN,2019,380.51562
China,CHN,2020,69.27539
China,CHN,2021,515.1304
Colombia,COL,1966,6.4334984
Colombia,COL,1967,0.46187592
Colombia,COL,1968,6.153492
Colombia,COL,1969,-2.3227425
Colombia,COL,1970,7.541378
Colombia,COL,1971,2.2065582
Colombia,COL,1972,8.909294
Colombia,COL,1973,-2.8983078
Colombia,COL,1974,7.84243
Colombia,COL,1975,0.46613312
Colombia,COL,1976,4.406624
Colombia,COL,1977,0.272377
Colombia,COL,1978,1.786972
Colombia,COL,1979,5.285347
Colombia,COL,1980,-4.1721344
Colombia,COL,1981,2.1648712
Colombia,COL,1982,2.3529816
Colombia,COL,1983,3.1935577
Colombia,COL,1984,-0.52334595
Colombia,COL,1985,3.6502914
Colombia,COL,1986,-0.94407654
Colombia,COL,1987,5.1976166
Colombia,COL,1988,5.405998
Colombia,COL,1989,2.9462128
Colombia,COL,1990,1.7265472
Colombia,COL,1991,2.9572983
Colombia,COL,1992,11.604263
Colombia,COL,1993,8.092911
Colombia,COL,1994,4.405655
Colombia,COL,1995,7.472412
Colombia,COL,1996,4.8459473
Colombia,COL,1997,3.2825012
Colombia,COL,1998,-4.132477
Colombia,COL,1999,-17.17453
Colombia,COL,2000,-2.7711334
Colombia,COL,2001,-8.192291
Colombia,COL,2002,-2.047287
Colombia,COL,2003,4.839958
Colombia,COL,2004,-0.008430481
Colombia,COL,2005,4.8941956
Colombia,COL,2006,-3.7348175
Colombia,COL,2007,-1.6980133
Colombia,COL,2008,10.322678
Colombia,COL,2009,-2.1582336
Colombia,COL,2010,6.743973
Colombia,COL,2011,4.028183
Colombia,COL,2012,12.641678
Colombia,COL,2013,-1.8262177
Colombia,COL,2014,8.335251
Colombia,COL,2015,11.5842285
Colombia,COL,2016,4.574707
Colombia,COL,2017,-4.702423
Colombia,COL,2018,5.0125427
Colombia,COL,2019,9.751053
Colombia,COL,2020,-35.898956
Colombia,COL,2021,40.11296
Croatia,HRV,1991,-15.779362
Croatia,HRV,1992,0
Croatia,HRV,1993,2.177246
Croatia,HRV,1994,1.2885094
Croatia,HRV,1995,4.527458
Croatia,HRV,1996,-2.3985176
Croatia,HRV,1997,2.9972382
Croatia,HRV,1998,5.9863434
Croatia,HRV,1999,-0.5217438
Croatia,HRV,2000,-5.8034782
Croatia,HRV,2001,1.1581764
Croatia,HRV,2002,2.2746239
Croatia,HRV,2003,5.3515625
Croatia,HRV,2004,-3.4302483
Croatia,HRV,2005,1.5290833
Croatia,HRV,2006,0.8395462
Croatia,HRV,2007,1.2981491
Croatia,HRV,2008,-2.8856506
Croatia,HRV,2009,-1.2348137
Croatia,HRV,2010,-7.7618637
Croatia,HRV,2011,-2.1533127
Croatia,HRV,2012,-4.3344574
Croatia,HRV,2013,-1.4225845
Croatia,HRV,2014,1.685051
Croatia,HRV,2015,1.4645615
Croatia,HRV,2016,0.16604233
Croatia,HRV,2017,2.708374
Croatia,HRV,2018,-1.3061256
Croatia,HRV,2019,-0.97190857
Croatia,HRV,2020,-5.676567
Croatia,HRV,2021,3.1990433
Cyprus,CYP,1966,0.65838194
Cyprus,CYP,1967,0.44862223
Cyprus,CYP,1968,0.639997
Cyprus,CYP,1969,1.1625423
Cyprus,CYP,1970,0.41503572
Cyprus,CYP,1971,1.543684
Cyprus,CYP,1972,1.18851
Cyprus,CYP,1973,0.78214645
Cyprus,CYP,1974,-1.3060856
Cyprus,CYP,1975,-1.6828547
Cyprus,CYP,1976,0.1428299
Cyprus,CYP,1977,1.1239243
Cyprus,CYP,1978,0.24750137
Cyprus,CYP,1979,0.14834785
Cyprus,CYP,1980,0.08583164
Cyprus,CYP,1981,-0.42247105
Cyprus,CYP,1982,1.9575977
Cyprus,CYP,1983,0.61688805
Cyprus,CYP,1984,0.18180943
Cyprus,CYP,1985,-0.1286993
Cyprus,CYP,1986,0.99673843
Cyprus,CYP,1987,2.3930674
Cyprus,CYP,1988,1.1224203
Cyprus,CYP,1989,0.5600662
Cyprus,CYP,1990,1.0090237
Cyprus,CYP,1991,0.42370033
Cyprus,CYP,1992,2.8425827
Cyprus,CYP,1993,1.0446892
Cyprus,CYP,1994,-0.2601986
Cyprus,CYP,1995,1.3703823
Cyprus,CYP,1996,0.45555687
Cyprus,CYP,1997,0.5259228
Cyprus,CYP,1998,2.3160439
Cyprus,CYP,1999,1.3177738
Cyprus,CYP,2000,1.2408657
Cyprus,CYP,2001,0.15083694
Cyprus,CYP,2002,-0.31904602
Cyprus,CYP,2003,1.9023647
Cyprus,CYP,2004,-0.86211205
Cyprus,CYP,2005,3.76396
Cyprus,CYP,2006,-0.42181015
Cyprus,CYP,2007,0.5906296
Cyprus,CYP,2008,0.73516464
Cyprus,CYP,2009,-0.79011154
Cyprus,CYP,2010,-1.088337
Cyprus,CYP,2011,-0.5575676
Cyprus,CYP,2012,-2.2564125
Cyprus,CYP,2013,-3.503128
Cyprus,CYP,2014,0.08280563
Cyprus,CYP,2015,0.6609726
Cyprus,CYP,2016,2.5347347
Cyprus,CYP,2017,0.8102131
Cyprus,CYP,2018,-0.33090782
Cyprus,CYP,2019,-0.15950584
Cyprus,CYP,2020,-4.5552464
Cyprus,CYP,2021,0.8220806
Czechia,CZE,1966,4.895092
Czechia,CZE,1967,5.857151
Czechia,CZE,1968,6.0410194
Czechia,CZE,1969,4.6527863
Czechia,CZE,1970,13.835716
Czechia,CZE,1971,8.31105
Czechia,CZE,1972,8.531319
Czechia,CZE,1973,12.32328
Czechia,CZE,1974,2.8267975
Czechia,CZE,1975,11.823563
Czechia,CZE,1976,7.1868057
Czechia,CZE,1977,6.1598206
Czechia,CZE,1978,4.8621826
Czechia,CZE,1979,2.356369
Czechia,CZE,1980,-10.264313
Czechia,CZE,1981,-1.8929749
Czechia,CZE,1982,-11.308884
Czechia,CZE,1983,-2.5704956
Czechia,CZE,1984,7.6051025
Czechia,CZE,1985,-2.4104614
Czechia,CZE,1986,-4.9795303
Czechia,CZE,1987,0.48580933
Czechia,CZE,1988,-4.712181
Czechia,CZE,1989,-5.245247
Czechia,CZE,1990,-10.791023
Czechia,CZE,1991,-16.434761
Czechia,CZE,1992,-3.5096588
Czechia,CZE,1993,1.0024109
Czechia,CZE,1994,2.789238
Czechia,CZE,1995,10.722313
Czechia,CZE,1996,4.4495087
Czechia,CZE,1997,-4.6213913
Czechia,CZE,1998,3.062149
Czechia,CZE,1999,-0.4457779
Czechia,CZE,2000,-3.2105865
Czechia,CZE,2001,5.490738
Czechia,CZE,2002,-3.1690903
Czechia,CZE,2003,6.7805786
Czechia,CZE,2004,10.553696
Czechia,CZE,2005,5.072098
Czechia,CZE,2006,-1.6466904
Czechia,CZE,2007,-0.8181534
Czechia,CZE,2008,0.5396042
Czechia,CZE,2009,-4.052887
Czechia,CZE,2010,-6.3055496
Czechia,CZE,2011,1.4086151
Czechia,CZE,2012,-1.3461533
Czechia,CZE,2013,-4.897171
Czechia,CZE,2014,5.937851
Czechia,CZE,2015,-3.1000366
Czechia,CZE,2016,-6.4039917
Czechia,CZE,2017,16.823425
Czechia,CZE,2018,0.8178787
Czechia,CZE,2019,1.4896774
Czechia,CZE,2020,-15.119095
Czechia,CZE,2021,10.199829
Denmark,DNK,1966,17.112259
Denmark,DNK,1967,8.078751
Denmark,DNK,1968,12.895538
Denmark,DNK,1969,32.614563
Denmark,DNK,1970,21.773026
Denmark,DNK,1971,-2.7535095
Denmark,DNK,1972,12.345413
Denmark,DNK,1973,-16.970856
Denmark,DNK,1974,-19.706573
Denmark,DNK,1975,-2.194458
Denmark,DNK,1976,11.920731
Denmark,DNK,1977,-0.25805664
Denmark,DNK,1978,-0.4611206
Denmark,DNK,1979,-8.583405
Denmark,DNK,1980,-27.606491
Denmark,DNK,1981,-9.363922
Denmark,DNK,1982,-21.049438
Denmark,DNK,1983,-7.065239
Denmark,DNK,1984,-1.416542
Denmark,DNK,1985,3.7412949
Denmark,DNK,1986,-1.666214
Denmark,DNK,1987,-9.826202
Denmark,DNK,1988,-0.68652344
Denmark,DNK,1989,-4.235359
Denmark,DNK,1990,-2.241661
Denmark,DNK,1991,1.5653763
Denmark,DNK,1992,-0.9729843
Denmark,DNK,1993,5.0750427
Denmark,DNK,1994,7.2292023
Denmark,DNK,1995,4.961586
Denmark,DNK,1996,10.688995
Denmark,DNK,1997,-4.789337
Denmark,DNK,1998,-4.279564
Denmark,DNK,1999,-0.9572296
Denmark,DNK,2000,-3.5078583
Denmark,DNK,2001,-5.0087967
Denmark,DNK,2002,-3.7923737
Denmark,DNK,2003,-3.745201
Denmark,DNK,2004,-1.944313
Denmark,DNK,2005,1.0269623
Denmark,DNK,2006,2.0424957
Denmark,DNK,2007,0.6652756
Denmark,DNK,2008,-2.192978
Denmark,DNK,2009,-11.026772
Denmark,DNK,2010,0.9577408
Denmark,DNK,2011,-3.193924
Denmark,DNK,2012,-6.9477234
Denmark,DNK,2013,-0.34985352
Denmark,DNK,2014,0.4182129
Denmark,DNK,2015,0.9920044
Denmark,DNK,2016,-1.5919724
Denmark,DNK,2017,-0.7779236
Denmark,DNK,2018,0.8681793
Denmark,DNK,2019,0.23033905
Denmark,DNK,2020,-15.278046
Denmark,DNK,2021,0.2971573
Eastern Africa (BP),,1966,3.306511
Eastern Africa (BP),,1967,4.757416
Eastern Africa (BP),,1968,2.4764404
Eastern Africa (BP),,1969,8.189781
Eastern Africa (BP),,1970,3.6947708
Eastern Africa (BP),,1971,7.7692184
Eastern Africa (BP),,1972,2.2772903
Eastern Africa (BP),,1973,5.5979156
Eastern Africa (BP),,1974,-1.0883789
Eastern Africa (BP),,1975,-2.8938446
Eastern Africa (BP),,1976,2.7177505
Eastern Africa (BP),,1977,1.431488
Eastern Africa (BP),,1978,-1.569107
Eastern Africa (BP),,1979,1.1190948
Eastern Africa (BP),,1980,2.6763382
Eastern Africa (BP),,1981,-4.077812
Eastern Africa (BP),,1982,-4.8371887
Eastern Africa (BP),,1983,5.326462
Eastern Africa (BP),,1984,-1.2534027
Eastern Africa (BP),,1985,5.944504
Eastern Africa (BP),,1986,3.8176346
Eastern Africa (BP),,1987,0.36532593
Eastern Africa (BP),,1988,11.429642
Eastern Africa (BP),,1989,3.5969238
Eastern Africa (BP),,1990,1.7023315
Eastern Africa (BP),,1991,-0.98394775
Eastern Africa (BP),,1992,0.14424133
Eastern Africa (BP),,1993,3.2667542
Eastern Africa (BP),,1994,8.38649
Eastern Africa (BP),,1995,6.273224
Eastern Africa (BP),,1996,0.5606537
Eastern Africa (BP),,1997,5.5936127
Eastern Africa (BP),,1998,1.2964783
Eastern Africa (BP),,1999,10.601746
Eastern Africa (BP),,2000,-3.6355743
Eastern Africa (BP),,2001,9.428345
Eastern Africa (BP),,2002,0.25003052
Eastern Africa (BP),,2003,8.145508
Eastern Africa (BP),,2004,13.145309
Eastern Africa (BP),,2005,8.76442
Eastern Africa (BP),,2006,11.355637
Eastern Africa (BP),,2007,6.011902
Eastern Africa (BP),,2008,6.539673
Eastern Africa (BP),,2009,10.168701
Eastern Africa (BP),,2010,10.095444
Eastern Africa (BP),,2011,10.502213
Eastern Africa (BP),,2012,10.499054
Eastern Africa (BP),,2013,14.4626465
Eastern Africa (BP),,2014,10.851288
Eastern Africa (BP),,2015,26.435791
Eastern Africa (BP),,2016,6.405731
Eastern Africa (BP),,2017,19.546051
Eastern Africa (BP),,2018,12.075104
Eastern Africa (BP),,2019,-0.6680603
Eastern Africa (BP),,2020,-44.032745
Eastern Africa (BP),,2021,21.135834
Ecuador,ECU,1966,0.34911203
Ecuador,ECU,1967,0.661396
Ecuador,ECU,1968,1.7409964
Ecuador,ECU,1969,0.62090874
Ecuador,ECU,1970,1.5845938
Ecuador,ECU,1971,1.3548346
Ecuador,ECU,1972,0.3990717
Ecuador,ECU,1973,1.6526175
Ecuador,ECU,1974,2.2621174
Ecuador,ECU,1975,-0.3987236
Ecuador,ECU,1976,2.3623772
Ecuador,ECU,1977,5.0844955
Ecuador,ECU,1978,0.57829666
Ecuador,ECU,1979,1.7007828
Ecuador,ECU,1980,7.877657
Ecuador,ECU,1981,4.209549
Ecuador,ECU,1982,3.6817207
Ecuador,ECU,1983,-3.660305
Ecuador,ECU,1984,0.20274734
Ecuador,ECU,1985,9.226631
Ecuador,ECU,1986,0.78170776
Ecuador,ECU,1987,0.4375038
Ecuador,ECU,1988,9.1581
Ecuador,ECU,1989,2.4164772
Ecuador,ECU,1990,1.4112663
Ecuador,ECU,1991,7.5963593
Ecuador,ECU,1992,-0.16651154
Ecuador,ECU,1993,0.2937088
Ecuador,ECU,1994,6.215744
Ecuador,ECU,1995,-1.2344589
Ecuador,ECU,1996,9.39888
Ecuador,ECU,1997,12.044708
Ecuador,ECU,1998,0.6447525
Ecuador,ECU,1999,-12.413116
Ecuador,ECU,2000,-7.658287
Ecuador,ECU,2001,3.0255127
Ecuador,ECU,2002,-0.5632553
Ecuador,ECU,2003,1.7903595
Ecuador,ECU,2004,4.696808
Ecuador,ECU,2005,7.8535995
Ecuador,ECU,2006,5.695923
Ecuador,ECU,2007,1.6656723
Ecuador,ECU,2008,3.0971222
Ecuador,ECU,2009,1.7930756
Ecuador,ECU,2010,16.733559
Ecuador,ECU,2011,3.1687698
Ecuador,ECU,2012,4.4781265
Ecuador,ECU,2013,7.852234
Ecuador,ECU,2014,7.442505
Ecuador,ECU,2015,-4.4082947
Ecuador,ECU,2016,-8.619095
Ecuador,ECU,2017,-3.1673431
Ecuador,ECU,2018,10.826691
Ecuador,ECU,2019,-4.387741
Ecuador,ECU,2020,-26.834229
Ecuador,ECU,2021,26.266098
Egypt,EGY,1966,5.9461975
Egypt,EGY,1967,-16.017357
Egypt,EGY,1968,3.2771225
Egypt,EGY,1969,-19.221092
Egypt,EGY,1970,16.287254
Egypt,EGY,1971,2.4118805
Egypt,EGY,1972,10.574585
Egypt,EGY,1973,-5.080368
Egypt,EGY,1974,8.188393
Egypt,EGY,1975,9.252403
Egypt,EGY,1976,17.725723
Egypt,EGY,1977,7.897522
Egypt,EGY,1978,4.061989
Egypt,EGY,1979,12.241425
Egypt,EGY,1980,16.353073
Egypt,EGY,1981,23.866058
Egypt,EGY,1982,24.590775
Egypt,EGY,1983,19.824677
Egypt,EGY,1984,18.168884
Egypt,EGY,1985,3.9450684
Egypt,EGY,1986,0.72151184
Egypt,EGY,1987,14.042175
Egypt,EGY,1988,-1.3558044
Egypt,EGY,1989,9.516632
Egypt,EGY,1990,6.7778625
Egypt,EGY,1991,-4.7608643
Egypt,EGY,1992,-10.807617
Egypt,EGY,1993,-16.631058
Egypt,EGY,1994,10.746933
Egypt,EGY,1995,21.438965
Egypt,EGY,1996,15.719666
Egypt,EGY,1997,16.229858
Egypt,EGY,1998,16.08551
Egypt,EGY,1999,7.448822
Egypt,EGY,2000,-7.101227
Egypt,EGY,2001,-18.025024
Egypt,EGY,2002,-1.5659485
Egypt,EGY,2003,7.709656
Egypt,EGY,2004,16.51947
Egypt,EGY,2005,19.306519
Egypt,EGY,2006,-10.373352
Egypt,EGY,2007,26.95636
Egypt,EGY,2008,21.33017
Egypt,EGY,2009,18.043488
Egypt,EGY,2010,11.933502
Egypt,EGY,2011,-0.86724854
Egypt,EGY,2012,8.808624
Egypt,EGY,2013,4.6664734
Egypt,EGY,2014,21.001251
Egypt,EGY,2015,10.945801
Egypt,EGY,2016,15.350952
Egypt,EGY,2017,-24.141174
Egypt,EGY,2018,-49.1008
Egypt,EGY,2019,-22.060638
Egypt,EGY,2020,-52.890167
Egypt,EGY,2021,28.05066
Estonia,EST,1986,-0.43509674
Estonia,EST,1987,0.39881897
Estonia,EST,1988,0.3485031
Estonia,EST,1989,1.2758865
Estonia,EST,1990,-0.6909752
Estonia,EST,1991,-4.9225044
Estonia,EST,1992,-16.846664
Estonia,EST,1993,1.1743851
Estonia,EST,1994,-1.8334694
Estonia,EST,1995,-4.0508213
Estonia,EST,1996,1.2231808
Estonia,EST,1997,-0.29077816
Estonia,EST,1998,0.063957214
Estonia,EST,1999,-1.045701
Estonia,EST,2000,-1.4857378
Estonia,EST,2001,2.087882
Estonia,EST,2002,1.8458576
Estonia,EST,2003,-1.0594196
Estonia,EST,2004,0.24059296
Estonia,EST,2005,0.30836487
Estonia,EST,2006,0.75291824
Estonia,EST,2007,1.1784191
Estonia,EST,2008,-0.89370155
Estonia,EST,2009,-1.802805
Estonia,EST,2010,0.4927559
Estonia,EST,2011,-0.41308022
Estonia,EST,2012,2.982401
Estonia,EST,2013,-0.24294281
Estonia,EST,2014,-1.3927631
Estonia,EST,2015,-0.03209114
Estonia,EST,2016,-0.4267559
Estonia,EST,2017,0.7403431
Estonia,EST,2018,-0.2202549
Estonia,EST,2019,-1.8860416
Estonia,EST,2020,0.8393955
Estonia,EST,2021,0.60668564
Europe,,1966,619.7134
Europe,,1967,650.0498
Europe,,1968,733.1738
Europe,,1969,890.58105
Europe,,1970,1050.1289
Europe,,1971,556.9971
Europe,,1972,841.19727
Europe,,1973,873.56445
Europe,,1974,-211.12598
Europe,,1975,-139.47852
Europe,,1976,695.54297
Europe,,1977,65.86426
Europe,,1978,729.1172
Europe,,1979,327.77734
Europe,,1980,-448.81152
Europe,,1981,-591.3828
Europe,,1982,-472.88672
Europe,,1983,-313.11035
Europe,,1984,49.160156
Europe,,1985,-751.86914
Europe,,1986,350.4043
Europe,,1987,34.52246
Europe,,1988,-4.0566406
Europe,,1989,17.394531
Europe,,1990,118.59766
Europe,,1991,-157.55664
Europe,,1992,-473.58398
Europe,,1993,-766.30273
Europe,,1994,-330.84082
Europe,,1995,-143.19238
Europe,,1996,-167.81738
Europe,,1997,54.898438
Europe,,1998,120.76465
Europe,,1999,-112.7666
Europe,,2000,-163.65723
Europe,,2001,192.17969
Europe,,2002,-102.81055
Europe,,2003,113.10742
Europe,,2004,57.085938
Europe,,2005,69.97656
Europe,,2006,101.54492
Europe,,2007,-213.13965
Europe,,2008,-48.325195
Europe,,2009,-518.6533
Europe,,2010,-46.905273
Europe,,2011,-102.649414
Europe,,2012,-257.22754
Europe,,2013,-207.61523
Europe,,2014,-79.96387
Europe,,2015,31.639648
Europe,,2016,205.24805
Europe,,2017,113.168945
Europe,,2018,35.08496
Europe,,2019,3.8496094
Europe,,2020,-1173.8643
Europe,,2021,451.4287
Europe (BP),,1966,486.44287
Europe (BP),,1967,467.48535
Europe (BP),,1968,591.45605
Europe (BP),,1969,741.27344
Europe (BP),,1970,788.7461
Europe (BP),,1971,397.7207
Europe (BP),,1972,593.90234
Europe (BP),,1973,647.3965
Europe (BP),,1974,-568.58203
Europe (BP),,1975,-316.0166
Europe (BP),,1976,600.53516
Europe (BP),,1977,-82.328125
Europe (BP),,1978,472.12305
Europe (BP),,1979,223.5586
Europe (BP),,1980,-675.5615
Europe (BP),,1981,-637.66406
Europe (BP),,1982,-423.40625
Europe (BP),,1983,-230.01025
Europe (BP),,1984,47.467773
Europe (BP),,1985,961.1079
Europe (BP),,1986,279.0869
Europe (BP),,1987,43.433594
Europe (BP),,1988,46.62793
Europe (BP),,1989,-32.52246
Europe (BP),,1990,179.64648
Europe (BP),,1991,-82.58887
Europe (BP),,1992,-247.83105
Europe (BP),,1993,-211.7207
Europe (BP),,1994,-43.097656
Europe (BP),,1995,173.14844
Europe (BP),,1996,95.58984
Europe (BP),,1997,77.26367
Europe (BP),,1998,190.3164
Europe (BP),,1999,-138.47754
Europe (BP),,2000,-116.0918
Europe (BP),,2001,125.706055
Europe (BP),,2002,-30.358398
Europe (BP),,2003,53.64258
Europe (BP),,2004,87.893555
Europe (BP),,2005,66.256836
Europe (BP),,2006,25.455078
Europe (BP),,2007,-189.17285
Europe (BP),,2008,-103.203125
Europe (BP),,2009,-460.58594
Europe (BP),,2010,-100.515625
Europe (BP),,2011,-235.66504
Europe (BP),,2012,-290.2207
Europe (BP),,2013,-148.44238
Europe (BP),,2014,-154.4082
Europe (BP),,2015,200.24512
Europe (BP),,2016,190.36719
Europe (BP),,2017,147.63184
Europe (BP),,2018,-18.476562
Europe (BP),,2019,-34.76367
Europe (BP),,2020,-1119.0239
Europe (BP),,2021,367.14014
European Union (27),,1966,392.49048
European Union (27),,1967,364.81592
European Union (27),,1968,488.44922
European Union (27),,1969,629.0586
European Union (27),,1970,672.07324
European Union (27),,1971,339.48096
European Union (27),,1972,491.93066
European Union (27),,1973,560.8379
European Union (27),,1974,-458.32422
European Union (27),,1975,-167.22314
European Union (27),,1976,561.23926
European Union (27),,1977,-128.32861
European Union (27),,1978,396.36084
European Union (27),,1979,228.15967
European Union (27),,1980,-491.76904
European Union (27),,1981,-527.5386
European Union (27),,1982,-438.11914
European Union (27),,1983,-229.25488
European Union (27),,1984,-139.23975
European Union (27),,1985,248.15137
European Union (27),,1986,223.5835
European Union (27),,1987,18.362305
European Union (27),,1988,22.743164
European Union (27),,1989,11.776367
European Union (27),,1990,148.71777
European Union (27),,1991,13.879883
European Union (27),,1992,22.001465
European Union (27),,1993,-107.70947
European Union (27),,1994,31.64502
European Union (27),,1995,153.67627
European Union (27),,1996,137.39111
European Union (27),,1997,64.973145
European Union (27),,1998,218.27051
European Union (27),,1999,-56.279785
European Union (27),,2000,-98.98926
European Union (27),,2001,104.34717
European Union (27),,2002,-52.411133
European Union (27),,2003,31.851562
European Union (27),,2004,45.629883
European Union (27),,2005,18.949707
European Union (27),,2006,4.659668
European Union (27),,2007,-162.21289
European Union (27),,2008,-72.92285
European Union (27),,2009,-417.54248
European Union (27),,2010,-59.782227
European Union (27),,2011,-206.32617
European Union (27),,2012,-272.19922
European Union (27),,2013,-161.60352
European Union (27),,2014,-125.38574
European Union (27),,2015,100.86133
European Union (27),,2016,118.43213
European Union (27),,2017,109.106445
European Union (27),,2018,12.756348
European Union (27),,2019,-15.135254
European Union (27),,2020,-820.624
European Union (27),,2021,299.55566
Finland,FIN,1966,14.379189
Finland,FIN,1967,3.9079285
Finland,FIN,1968,11.454109
Finland,FIN,1969,15.695496
Finland,FIN,1970,14.05574
Finland,FIN,1971,4.440956
Finland,FIN,1972,8.441025
Finland,FIN,1973,16.60231
Finland,FIN,1974,-20.115356
Finland,FIN,1975,4.642273
Finland,FIN,1976,10.27475
Finland,FIN,1977,-3.0261536
Finland,FIN,1978,0.87390137
Finland,FIN,1979,8.771164
Finland,FIN,1980,-5.853668
Finland,FIN,1981,-6.61055
Finland,FIN,1982,-10.818512
Finland,FIN,1983,-9.594322
Finland,FIN,1984,1.748024
Finland,FIN,1985,1.3097382
Finland,FIN,1986,6.041321
Finland,FIN,1987,-0.5570984
Finland,FIN,1988,-1.6708221
Finland,FIN,1989,-0.19345093
Finland,FIN,1990,1.9719696
Finland,FIN,1991,-1.0247192
Finland,FIN,1992,-1.3900604
Finland,FIN,1993,-6.3560944
Finland,FIN,1994,4.505844
Finland,FIN,1995,-11.821869
Finland,FIN,1996,4.8061905
Finland,FIN,1997,-1.7903595
Finland,FIN,1998,5.2062073
Finland,FIN,1999,1.3882065
Finland,FIN,2000,-0.7530136
Finland,FIN,2001,-2.3900375
Finland,FIN,2002,2.8879547
Finland,FIN,2003,4.076187
Finland,FIN,2004,-8.876434
Finland,FIN,2005,4.554741
Finland,FIN,2006,-3.8277054
Finland,FIN,2007,1.0493546
Finland,FIN,2008,-4.1356583
Finland,FIN,2009,-6.9331665
Finland,FIN,2010,4.337311
Finland,FIN,2011,-2.5799408
Finland,FIN,2012,-4.5310974
Finland,FIN,2013,4.444374
Finland,FIN,2014,-6.4548264
Finland,FIN,2015,0.5431061
Finland,FIN,2016,5.708908
Finland,FIN,2017,-3.555931
Finland,FIN,2018,-0.5946884
Finland,FIN,2019,-0.8217621
Finland,FIN,2020,-11.248581
Finland,FIN,2021,-0.78738403
France,FRA,1966,45.821594
France,FRA,1967,101.66699
France,FRA,1968,65.64166
France,FRA,1969,132.2359
France,FRA,1970,133.66327
France,FRA,1971,100.417725
France,FRA,1972,134.20862
France,FRA,1973,155.06848
France,FRA,1974,-75.037964
France,FRA,1975,-123.11267
France,FRA,1976,106.90881
France,FRA,1977,-55.965454
France,FRA,1978,57.23413
France,FRA,1979,-7.4105225
